video_id,title,likes,comments
KvP2OGOpl-Q,Quitting My 9 to 5 for YouTube?? Youtube Shorts Earnings + Income Revealed! Future Plans | Chillbee,657,172
BV3zygV7Txo,Eyebrow Tutorial | Makeup Shorts | Chillbee,1049,32
9tkasFDmQB0,Packaging Scrunchies Order | Affordable Scrunchies in India | Indian Scrunchies Brand Scrunchitup.in,2517,67
JNV20olTZM4,Spin The Wheel Makeup Challenge *Brush Edition* Worst Challenge Ever | Chillbee,1367,0
AZcsSRGT5pE,Makeup Brush Collection | Brush Set Starting from Rs. 185 | Affordable Brush Sets | Chillbee,728,111
1_Sxju7r7Mg,*LATEST* Kurti Haul From Amazon | Chillbee,296,55
o5LDHVjgocM,GRWM LIVE | Chillbee,143,11
x0-4VxZ0CVY,Cheapest Oxidised Jewelry | Oxidisedjunk by Chillbee,1113,21
bqlKryBT2Ow,Affordable Saree Haul from Amazon *Wedding Edition* | Chillbee,185,59
zsiYkRO8Mn8,What&#39;s In My Bag *Wedding/ Travel Edition* ft. Zouk | Chillbee,914,105
OXnhAimcZZ0,25th Wedding Anniversary Celebration,224,45
09TwoUBizuw,Trying White &amp; Black Lipsticks from @CuffsNLashes  Trying New Makeup | Amazon Makeup Haul Chillbee,646,101
LzGEVJaMq1I,Pack Orders With Me For Scrunchitup| Chillbee,402,35
SPyJ8e631ug,"Bought New Furniture! Packing Orders, Cutting Fabric, Dance Practice and more.. *Vlog 16* | Chillbee",361,75
0FYF9OUgZhU,I Need Some Motivation | Chillbee,290,42
a62IipnWKCM,Group Dance Performance | Sangeet Choreography | Gal Mitthi Mitthi | Pappu can&#39;t dance | Sauda khara,466,113
VJ7ykBsLsZU,Valentine&#39;s Makeup Look ft. Blue Heaven | One Brand Makeup Tutorial | *Starts at Rs. 79* | Chillbee,1390,127
vf5tRwxtOV0,My go to makeup look | Chillbee,1587,31
t134LWS1Rqg,Valentine&#39;s Gift Sets Ideas For Him/ Her | Amazon Gift Ideas for valentine&#39;s | Chillbee,371,57
boQ-JBT5TPg,Visit scrunchitup.in for more!,3179,105
pnFt_3Pbolc,Reviewing Shark tank Product!! Skincare Routine for Glowy skin ft. Vanity Wagon | Chillbee,272,90
HKP5MvRzVEY,*HUGE DISCOUNTS* Woovly Haul | Beauty Haul | 60% OFF | Chillbee,236,85
yRMK185wF2Q,Struggles of being Full Time Content Creator | ASMR packaging | Studio Cleanup | #SironaVitamicCGlow,546,148
H2fvDIXhmQ4,Gifts for *VALENTINE&#39;S* | Amazon Haul + GIVEAWAY | Chillbee,514,323
Pn5lv61H1Kg,GRWM FOR SHOOT | Chillbee,263,49
#NAME?,Zivame Try On Haul | Valentines Special | Upto 70% OFF | Chillbee,210,63
qf9tZnbhGv4,30 Reels in 1 Day | How to Batch Shoot Content for Instagram | *Vlog 13* | Chillbee,489,102
2EOGyPCR-Fg,Morning Routine ft. Ikkai | Chillbee,375,74
JASNw2vUgLM,A day in my life | Packing Scrunchies + Sneak Peek for Valentine&#39;s Launch | Chillbee,3547,390
qqdxZTwbBqY,One Brand Makeup Swiss Beauty *HIT or MISS* | Makeup challenge | Chillbee,1557,215
wn8XN9sxbB4,How to remove your makeup | Chillbee #shorts,878,35
Ct1V-Q69gvQ,Try On Sarojini Nagar Haul *Starts at ₹100* | Starting my thrift Store on Stage3 | Chillbee,1872,223
5tVNYfM-JSo,ONE DIP Makeup Challenge! OMG😱😱 | Chillbee,1531,0
rjH3oWct7lE,My ACTUAL Skincare Routine | How I shave my Face | Skincare favorites | Chillbee,404,0
o1LSjN-Vd74,I&#39;m a prrr💨,1065,0
y4ua1YGeBV4,"21 Products I *LOVED* In 2021 | Skincare, Makeup, Haircare Favorites | Chillbee",407,108
ksbnyNPoLc0,*VLOG* Hair Transformation | Makeup Vanity Tour | Organizing Makeup | Chillbee,742,125
CNoK7qOHXcA,#shorts,1174,36
FyZgieFW6pg,Did I miss a beat?,850,0
D3ydUNN7Krw,New Year Makeup Tutorial | Eye Makeup Tutorial for Beginners | Easy Cut Crease Tutorial | Chillbee,304,91
CLFTbgeVJcM,Christmas Makeup Tutorial For Beginners | Easy and Elegant Makeup Tutorial | Xmas Makeup | Chillbee,366,122
Mj7XpgWN2bM,Winter Boots Haul Under 500 from Amazon | Amazon Fashion Wardrobe Sale | Chillbee,2155,175
5EhSr2k4ejs,Foxy VS Round Eyes | Chillbee #shorts,568,27
gMLhBr7L5Xc,Amazon *WINTER JACKETS HAUL* | Winter Wear Haul | Cutest Amazon Fashion Haul | Chillbee,310,87
lPmOOZDsaLA,GRWM for Christmas Eve | Soft Makeup Tutorial | Makeup shorts | Chillbee #shorts,926,48
LWJgjR4G-Mg,Biotique Gold Facial Kit | Wedding Facial Kit | Chillbee #shorts,1109,26
CXpArUZ6o-E,Viral Eyeshadow Hack with Spoon | Tiktok Makeup Hacks | Liner Hacks | Chillbee #shorts,875,27
2_ASvlFiCMg,Night Time skincare Routine | Chillbee #shorts,925,29
wjRJZPbqTlo,No Makeup Makeup Look ft. Insight Cosmetics + Review | One Brand Makeup Tutorial | Chillbee,1407,139
zbC6dwEqqy4,GRWM for Christmas | Christmas Makeup Tutorial | Roposo | Chillbee #shorts,5842,55
Fw_Y6sykVoE,Soft Makeup Tutorial | Dewy Makeup Look | ROPOSO | Chillbee #shorts,670,31
mKnwWiSCb-c,Wedding Jewelry Haul | *Starts at INR 170 | Huge Amazon Jewelry Haul | Chillbee,524,76
0DPIinpoM7M,Mars One Brand Makeup Tutorial | All Under Rs.299 😍 Best Affordable Makeup | Chillbee,2814,354
vIi10OJh2TY,Renee Cleansing Balm | How I remove Makeup | Chillbee #shorts,727,63
AxL-hdkTBSs,Wedding Guest Makeup Look | Makeup Tutorial | Chillbee #shorts,779,52
KVoJpjjZIjc,Amazon Wedding Wear Haul *UNDER 1000* | Wedding Haul | Chillbee,372,120
XOzjgDk0YaQ,Amazon Winterwear Haul *Under 500* | Amazon Winter Fashion Haul |  Chillbee,356,122
qVlBoJGXkxs,Styling A Top In TWO Different Ways | GRWM | ROPOSO | Chillbee #shorts,633,44
Vak7kHdTyLo,I PAID A SUBSCRIBER ₹5000 to make me a BIRTHDAY MYSTERY BOX | *Emotional* | 50K Giveaway | Chillbee,2237,296
nIh80kYiDIE,How to Apply Bright Eyeshadow | Eyeshadow Hacks | Viral Makeup Hacks | Chillbee #shorts,1187,0
T6nBdosmSP8,Mascara Hack for No Lashes! Get fluffy lashes | Chillbee #shorts,13724,0
cI2uu5S38GE,No more frizzy hair! Roposo,575,0
NVlDlc-qDGs,How to bake properly | Chillbee,1398,0
8bYzgR1okU0,How To Apply Foundation Like A Pro | Chillbee #shorts,15735,159
#NAME?,RENEE Fab Face Stick | Dewy Makeup |  Chillbee #shorts #reneecosmetics,1107,43
iXNoQ_e0fnU,Viral Concealer Hack! #shorts #chillbee,1471,0
whdsXZ3p2Zc,Dewy Makeup Tutorial using RENEE Cosmetics | 3 in 1 Makeup Stick | Lip &amp; Cheek Tint | Chillbee,1628,195
uzp75mUOCPU,50K celebration,754,107
IX_naXQgtoI,"One Lipstick, Three uses!",1208,61
C39zkemuth8,*EASY* Festive Makeup Look with Affordable Products | Starting from ₹155 | Amazon Makeup Haul,574,177
BJd2Ju-hhG8,GRWM for Navratri | Chillbee #shorts,823,64
ZT8bVCNXYgI,I Buy The Cheapest Makeup From Nykaa! Rs.48 ONLY | Better than SAROJINI MAKEUP?? | Chillbee,8827,454
Qeu8gpU0f08,Skincare Routine for Festive Season! Skincare and Haircare Haul | Amazon Haul | Chillbee,232,122
eYjG0FCIGT0,I will be turning 24 next month🥲,567,52
EI6Fwzk_szU,How to start an online business | Scrunchies business in India | Small Business Ideas | Chillbee,39931,2126
Qk98aLMaohc,How to start your online business in 2021 | Scrunchies Business | Chillbee #shorts,638,43
gwtLxpmLMRs,Impromptu ChitChat,217,0
opIRQ3m3E_I,*AFFORDABLE* Myntra Kurti Haul | Kurti haul | Fashion Haul | Chillbee,254,67
NL9ovmSNrZo,Skincare &amp; Haircare Essentials |  Starting at ₹200 | Amazon Beauty Haul | Chillbee,242,46
WX9h0mjOWp4,*Getting Experimental* Am I addicted to Amazon?🤔😱 Amazon haul | Chillbee,210,76
UguQloFaHzI,*UNDER ₹500* | Amazon Fashion Haul | Amazon Clothing Haul | Trendy tops haul | Chillbee,895,161
isiO61StiRM,💜ᗷTS⟭⟬💜 Scrunchies from Scrunchitup.in | Chillbee,132039,1718
Apx0iBywSCY,Scrunchies Giveaway India | Scrunchitup.in | Chillbee | #shorts,1289,72
WCrHrDS1Nok,Packing My First Scrunchies Order | Luxurious Scrunchies In A Budget | Scrunchitup | Chillbee,3701,0
pNjoqgp3Qqk,MYSTERY BOX CHALLENGE FT. @KshipraVats | She got SCARED!! | Chillbee,906,127
wNDQecFWOSA,Rakhi GRWM | Chit Chat Session,279,37
dclxRCMPq1E,Amazon Beauty Haul | Amazon eyeshadow palettes| Great Deals | AMAZON GREAT FREEDOM SALE | Chillbee,1677,273
9FDalw5cTv0,Huge Clearance Sale at Oxidised Junk | Oxidised Jewellery Instagram Store| HUGE SALE | Chillbee,839,62
hXccCu3T3pc,*BEST* Clothing &amp; Makeup Store | Trendy and Affordable Clothes at 335bazaar | Chillbee,366,145
0RUbxzSAcsU,Most Affordable Jewellery Haul | Amazon Jewellery Haul | Chillbee,942,182
WMWqHELSBfk,*HUGE* PURPLLE SKINCARE HAUL starting at ₹70 | Affordable Skincare | Beauty Carnival Sale | Chillbee,658,0
I3jLM9M-yzM,"Amazon Beauty Haul + Mini Reviews | Starting from 129 | Skincare, Makeup, Haircare | Chillbee",479,192
tX2vCsBj_y4,How To Do Slow Motion in Reels Using B612 | How To Edit Reels in Phone Part 2 | Chillbee,738,183
B8il-863zaU,10 Products I am *OBSESSED* With | Skincare Favorites | Affordable  Makeup Favorites | Chillbee,512,146
h9FKb8M26hQ,How To Edit Pictures Aesthetically In One Tap | Instagram Edits | B612 | Chillbee,470,157
TMbfTQXCzK4,How to make thumbnails *TEASER* #shorts,757,44
8vnrhcI0x_I,"Huge Summer Fashion Haul ft. Geetam | Trendy Dresses, Fashion Accessories and a lot more | Chillbee",390,175
luNBf_Oqq4Q,Very random Chit Chat | Chillbee,220,69
ibPFtPGX694,How to Edit Reels in phone using @B612IndiaCreations  | Add transitions in reels | Chillbee,860,256
1DjoiiD2e6g,Cleaning my room | Mini RoomTour | Wakefit bedsheets | Chillbee,569,196
5rNpbZZQGFo,Got vaccinated today! Chillbee #shorts,621,57
rM3P9FCZIHU,5 Hair Care Tips &amp; Tricks Every Girl Should Know | Strengthens &amp; Thickens Hair | Chillbee,444,187
45Vn_mr1Hq8,Get to Know the Real Me | YouTube Money | How to get Mamaearth Collabs | Giveaway | Chillbee | QnA,2398,625
#NAME?,*UNDER ₹399* Amazon Fashion Haul | Amazon Clothing Haul Affordable Tops on Amazon | Chillbee,752,119
_LvkWBoNftk,Best Amazon Beauty Products | Amazon Beauty Haul | Amazon Favorites | Makeup Haul | Chillbee,1815,218
GntfVIodhBE,How I Get Ready For Shoot | Chillbee,175,0
5M6s5n3ubss,Trying Out Viral Makeup hacks | Trying 5 Minute Crafts Makeup Hacks | GIVEAWAY| Chillbee,1393,0
fJqrKa8VLI4,Holi in Vrindavan | Holi Vlog | Holi 2021 | Chillbee,140,63
iPIziURaVGo,Holi Photoshoot Ideas | Holi Portrait Ideas | Holi Photography Ideas | Chillbee,1835,179
DSewZNFdN6c,Trying Out Sarojini Nagar Makeup | Cheap Makeup Test | Is it WORTH Buying? Try On HAUL | Chillbee,17715,1303
2xkP2sD78oM,*BEST* Myntra Kurti (Try on) Haul | Myntra Try on Haul | Myntra Haul Kurta Sets | Chillbee,232,110
hIx8_SFgKF0,BEST Sarojini Nagar Shopping After Lockdown! Sarojini Nagar Haul Starting at ₹100 | Chillbee,1355,163
sTSPrHKKt3k,After Shoot Chit-chat,113,32
OlWZonA1bNw,Wedding Guest Vlog | Wedding guest outfits | Chillbee,658,126
oYYKQoXqARU,Haircare Routine | Soft Shiny Hair | Anti Hair fall Routine | Chillbee,118,80
cvS9BuUgjEs,GRWM For Valentine&#39;s Day | Black And Pink Smokey Eye Tutorial | Chillbee,250,89
Sn1yBfazdBQ,NOT MY ARMS MAKEUP CHALLENGE ft. Khushi | Chillbee,232,103
xYYr9obODBY,Makeup Wardrobe 2021 | My makeup collection in 2021 | Chillbee,3459,306
Sj2LYUlUEq0,Easy Smokey Eyes Makeup Tutorial | Beauty Transition Videos | Chillbee,200,61
dgGXLQWTWgg,Easy Makeup Tutorial For Beginners Step By Step | EASIEST EYESHADOW LOOK | Makeup Kit Under 300,430,115
dWsBE5XneVQ,Get Glowy Skin with 2 steps | Chillbee,529,42
FVduI0AmEt8,Random AMAZON HAUL * Part 2* | Amazon Must-haves | Packing Essentials | Chillbee,253,53
6bib2xcW-_U,Logo ke bharose k sath khelte huye Chillbee XD,62,10
lDOZtsBmGwY,DIWALI VLOG | Going To Aligarh | GRWM | Skincare | Part 1 | Chillbee,276,134
eCJh0dwK8jI,A day in my life | Wedding shopping | Skincare | How I edit my videos | Chillbee,289,89
m7_6wJ9TMBM,Photography Ideas at home | Saree edition | Poses Inspiration in saree | Self portrait | Chillbee,3594,471
v7cBJiX-7rY,How I Started My Own Online Store + GIVEAWAY | Tips and Tricks | Oxidised Junk | Chillbee,3241,374
56M8-egj1xU,Truth or Drink ft. @Mxdhu.__,174,63
KAlzeiSQcyY,#chilldiwali teaser❤️,37,15
qmXDlgQ_lyM,Stream test,44,16
jtrYVS7bZn4,A day in my life | Itsy bitsy &amp; Amazon Haul | Buying the MOST EXPENSIVE item of my life | Chillbee,310,125
BqUYbACGAcA,Easy Cut Crease Tutorial For Beginners | Wedding Makeup Tutorial | Eye shadow Tutorial | Chillbee,185,44
VHhMIsCha8s,How I SHOOT MY YOUTUBE VIDEOS WITH PHONE | Shoot High Quality Videos With Phone | Chillbee,44866,3128
rKWpiQyyXwI,"*HUGE* Nykaa And Amazon Haul | Skincare, Makeup, Studio Setup Haul | Shopping Haul | Chillbee",514,158
MdG5egcFqM8,UCANBE SPOTLIGHT PALETTE REVIEW + SWATCHES | @Cuffs N Lashes | Best AFFORDABLE Eyeshadow Palette,287,123
bOS7s5kkIVQ,How To Grow On Youtube | Viral Video Ideas | Chillbee,546,112
VOiFBI_RsVE,15 INDIAN SKINCARE BRANDS that you need to see this Independence Day |  Skincare Haul | Chillbee,143,89
xFO_pGnFi3g,Photography Ideas at home | Saree edition | Poses Inspiration in saree Part 1 | Chillbee,13262,371
TiAP8KLKQXI,How I get 6 products in Rs. 30 | Smytten Haul | HUGE Nykaa Giveaway *CLOSED* | Chillbee,387,396
aX6bzLMJhzc,Easy Makeup Tutorial for Beginners | Live Indian Makeup Tutorial | GRWM| Chillbee,429,161
gOdGFrtzjss,Easy Editing Hacks | How I Edit My Pictures Using Lightroom,457,163
_Y0Huq7uhnk,How I keep my skin acne free and glowy | Skincare Routine |,312,143
_lmAM-s9RlY,Creative Self Portrait Ideas using phone | Picsart Tutorial | Cloning and Levitation Photography,854,192
48UsyLVkxMg,How To Edit Pictures | Snapseed Tutorial | Editing Tutorial,506,73
uNQZfvqMbHU,Easiest Cloud Makeup Tutorial | Aesthetic Sky Makeup Tutorial,375,0
DbpDzhLoWT0,My Skincare wardrobe | Skincare routine | Review,402,114
u9Gx5iqrINc,8 Creative Self Portrait Ideas | How To Click Pictures At Home | Self portrait Photography -Chillbee,32471,929
hjtbvtfPu5M,HOW TO POSE FOR PHOTOS (even if you aren&#39;t a model) | Self Portrait Ideas,1632,144
b-mbuYBSP0E,Indoor Portraits | 3 Easy tricks to click Indoor Portraits | Chillbee,7950,335
OUrmVgIr4z4,Things to do at home when you are bored| Quarantine activities| Chillbee,631,0
HkiyIfxNyuM,Back on Youtube | Chillbee,523,79
otiluQa-PoE,How to remove tan at home || Easy Body De-Tan,326,61
kiNBgMz8COI,DIY Faux Marble at home | Under budget | Easy,152,25
wWf8Eejk_gY,How to remove ACNE at home | DIY Skincare,506,95
pbw9k7pKqHA,Weekly spread Ideas || Bullet Journal || Plan with me,509,85
